"Date","Game","Team","Opponent","Home","Win","FieldGoals.","X3PointShots.","FreeThrows.","OffRebounds","TotalRebounds","Assists","Steals","Blocks","Turnovers","TotalFouls","Opp.FieldGoals.","Opp.3PointShots.","Opp.FreeThrows.","Opp.OffRebounds","Opp.TotalRebounds","Opp.Assists","Opp.Steals","Opp.Blocks","Opp.Turnovers","Opp.TotalFouls","TeamGroup","OppGroup"
2015-03-04,59,"BRK","CHO","1","0",0.398,0.188,0.75,12,38,15,6,1,9,24,0.494,0.421,0.821,12,49,24,5,2,11,20,1,3
2015-03-10,62,"BRK","NOP","1","0",0.417,0.375,0.652,12,41,19,5,5,12,12,0.517,0.571,0.818,8,41,31,10,4,10,19,1,4
2015-03-11,63,"BRK","MIA","0","0",0.438,0.353,0.718,14,44,15,8,2,21,24,0.457,0.286,0.632,11,39,23,14,3,10,29,1,2
2015-03-14,64,"BRK","PHI","0","1",0.44,0.118,0.692,7,45,20,9,5,16,16,0.372,0.216,0.643,12,48,21,7,8,16,25,1,1
2015-03-20,67,"BRK","MIL","1","1",0.43,0.44,0.765,16,53,31,9,7,15,25,0.38,0.5,0.724,38,81,23,11,9,17,31,1,2
2015-03-23,69,"BRK","BOS","1","0",0.36,0.059,0.867,16,48,15,7,5,11,13,0.511,0.273,0.714,8,47,25,7,4,9,21,1,3
2015-03-25,70,"BRK","CHO","0","1",0.429,0.214,0.909,5,46,28,6,8,9,18,0.396,0.25,0.65,10,51,23,4,7,11,17,1,3
2015-03-27,71,"BRK","CLE","1","1",0.465,0.391,0.895,10,46,21,6,1,15,18,0.457,0.267,0.8,6,40,17,10,4,16,19,1,4
2015-03-29,72,"BRK","LAL","1","1",0.483,0.286,0.714,6,43,29,11,6,8,9,0.462,0.333,0.818,9,43,25,7,4,11,14,1,1
2015-03-31,73,"BRK","IND","1","1",0.5,0.5,0.786,6,41,25,5,3,7,23,0.451,0.522,0.833,6,37,23,3,6,10,22,1,2
2015-04-01,74,"BRK","NYK","0","1",0.506,0.563,0.75,7,37,24,8,7,10,17,0.457,0.478,0.867,10,40,20,6,4,13,15,1,1
2015-04-03,75,"BRK","TOR","1","1",0.523,0.313,0.739,17,41,21,10,1,8,18,0.512,0.308,0.739,13,40,24,5,1,14,21,1,4
2015-04-06,77,"BRK","POR","1","1",0.451,0.429,0.783,12,46,25,6,5,6,11,0.448,0.423,0.778,11,50,17,4,3,12,21,1,3
2015-04-08,78,"BRK","ATL","1","0",0.471,0.269,0.88,14,47,27,7,4,12,20,0.5,0.393,0.68,10,40,35,11,4,11,18,1,3
2015-04-10,79,"BRK","WAS","1","1",0.506,0.6,0.652,12,44,29,10,1,6,20,0.39,0.333,0.647,17,50,23,3,4,17,21,1,3
2015-04-13,81,"BRK","CHI","1","0",0.368,0.25,0.864,12,42,12,2,3,10,14,0.5,0.4,0.765,9,46,26,7,8,7,18,1,2
2014-10-29,1,"CHO","MIL","1","1",0.406,0.286,0.69,15,50,27,8,9,10,20,0.488,0.5,0.875,3,35,25,9,10,14,25,3,2
2014-11-01,2,"CHO","MEM","1","0",0.361,0.286,0.722,5,44,17,10,4,20,16,0.363,0.273,0.769,9,45,16,8,0,18,22,3,1
2014-11-04,4,"CHO","NOP","0","0",0.463,0.286,0.846,6,34,23,6,1,12,15,0.469,0.278,1,11,47,26,5,6,12,19,3,4
2014-11-05,5,"CHO","MIA","1","1",0.427,0.278,0.724,13,49,23,4,9,12,24,0.39,0.182,0.806,6,36,19,6,4,8,25,3,2
2014-11-07,6,"CHO","ATL","1","1",0.495,0.286,0.741,11,51,31,6,7,19,30,0.462,0.394,0.769,7,38,28,8,3,19,33,3,3
2014-11-09,7,"CHO","LAL","0","0",0.443,0.214,0.704,12,39,15,5,0,11,18,0.512,0.353,0.773,8,38,28,8,2,11,23,3,1
2014-11-11,8,"CHO","POR","0","0",0.467,0.438,0.852,6,38,16,5,3,13,16,0.43,0.32,0.875,15,48,25,6,4,12,21,3,3
2014-11-14,9,"CHO","PHO","0","1",0.429,0.438,0.947,14,46,21,5,3,7,15,0.43,0.276,0.929,11,45,16,3,6,11,23,3,1
2014-11-17,11,"CHO","DAL","1","0",0.4,0.455,0.462,7,35,22,1,3,11,17,0.512,0.357,0.688,10,50,32,7,4,7,18,3,2
2014-11-19,12,"CHO","IND","0","0",0.43,0.357,0.583,12,41,18,6,6,5,21,0.449,0.133,0.667,14,51,15,3,3,11,13,3,2
2014-11-23,14,"CHO","MIA","0","0",0.468,0.333,0.75,5,33,18,9,1,11,19,0.5,0.478,0.895,3,36,19,4,5,16,16,3,2
2014-11-24,15,"CHO","LAC","1","0",0.413,0.1,0.8,5,33,21,6,4,5,17,0.511,0.469,0.8,8,43,28,2,2,8,24,3,4
2014-11-29,18,"CHO","ATL","0","0",0.33,0.217,0.75,13,38,20,3,4,12,16,0.533,0.522,0.813,5,44,31,8,5,12,17,3,3
2014-12-05,20,"CHO","NYK","1","1",0.477,0.222,0.833,10,41,19,2,7,7,20,0.468,0.455,0.818,4,34,23,5,4,6,21,3,1
2014-12-10,21,"CHO","BOS","1","1",0.417,0.214,0.793,7,44,18,5,3,10,14,0.437,0.217,0.6,6,45,26,3,1,14,27,3,3
2014-12-12,22,"CHO","MEM","0","0",0.418,0.353,0.704,13,49,16,8,11,14,29,0.459,0.462,0.763,7,47,21,7,9,20,22,3,1
2014-12-17,25,"CHO","PHO","1","0",0.465,0.417,0.727,8,35,22,6,3,6,16,0.524,0.36,0.762,8,43,22,4,7,8,15,3,1
2014-12-22,28,"CHO","DEN","1","1",0.538,0.421,0.667,6,44,23,6,6,12,21,0.378,0.111,0.75,9,37,11,6,4,13,20,3,3
2014-12-23,29,"CHO","MIL","0","1",0.439,0.381,0.778,11,43,21,6,5,12,21,0.476,0.381,0.75,9,40,25,7,6,20,25,3,2
2014-12-26,30,"CHO","OKC","0","0",0.287,0.208,0.769,15,52,12,8,2,15,20,0.409,0.296,0.857,13,57,18,6,10,11,25,3,4
2014-12-29,32,"CHO","MIL","1","0",0.367,0.28,0.808,9,48,20,13,9,17,20,0.471,0.286,0.857,2,42,21,8,10,19,25,3,2
2014-12-31,33,"CHO","HOU","0","0",0.382,0.167,0.846,7,41,15,6,9,16,17,0.432,0.395,0.643,10,41,22,10,7,14,25,3,4
2015-01-02,34,"CHO","CLE","1","0",0.368,0.214,0.654,15,50,20,5,6,14,24,0.379,0.267,0.7,13,46,16,8,5,7,23,3,4
2015-01-03,35,"CHO","ORL","0","1",0.449,0.25,0.75,16,53,16,4,4,14,15,0.379,0.211,0.952,12,44,18,9,3,7,24,3,1
2015-01-05,36,"CHO","BOS","0","1",0.487,0.316,0.957,12,48,22,2,10,15,22,0.396,0.389,0.696,10,33,22,8,7,6,23,3,3
2015-01-07,37,"CHO","NOP","1","1",0.43,0.286,0.769,9,43,18,9,4,10,18,0.45,0.333,0.667,9,43,19,6,8,14,20,3,4
2015-01-08,38,"CHO","TOR","0","1",0.477,0.25,0.682,9,46,21,5,3,8,18,0.398,0.323,0.76,8,42,20,2,7,14,21,3,4
2015-01-10,39,"CHO","NYK","0","1",0.5,0.438,0.758,11,51,18,8,5,15,14,0.388,0.276,0.889,4,29,17,9,4,12,24,3,1
2015-01-14,40,"CHO","SAS","1","0",0.384,0.308,0.657,15,48,15,4,10,10,18,0.435,0.381,0.8,6,42,27,7,11,12,27,3,4
2015-01-17,41,"CHO","IND","1","1",0.307,0.133,0.64,14,58,16,7,5,7,16,0.357,0.095,0.692,7,56,18,5,10,19,23,3,2
2015-01-19,42,"CHO","MIN","1","1",0.449,0.545,0.684,10,47,27,8,3,10,20,0.363,0.316,0.8,10,42,16,7,6,16,20,3,3
2015-01-21,43,"CHO","MIA","1","1",0.338,0.211,0.667,20,56,19,3,8,14,16,0.345,0.278,0.867,10,41,14,7,8,7,22,3,2
2015-01-23,44,"CHO","CLE","0","0",0.404,0.125,0.667,12,42,27,6,5,11,22,0.517,0.536,0.786,11,56,29,7,5,11,19,3,4
2015-01-24,45,"CHO","NYK","1","1",0.329,0.286,0.649,10,41,9,7,13,9,19,0.354,0.4,0.5,14,54,20,4,6,14,28,3,1
2015-01-28,46,"CHO","SAS","0","0",0.41,0.333,0.857,8,43,23,7,4,12,17,0.422,0.345,0.833,10,49,23,7,8,14,14,3,4
2015-01-31,47,"CHO","DEN","0","1",0.473,0,0.64,10,57,32,10,11,10,18,0.359,0.208,0.75,8,44,21,2,8,12,19,3,3
2015-02-02,48,"CHO","WAS","0","1",0.468,0.267,0.737,6,42,21,6,3,11,18,0.407,0.4,0.842,10,43,19,7,3,12,23,3,3
2015-02-05,49,"CHO","WAS","1","1",0.434,0.24,0.815,12,50,15,5,15,14,19,0.417,0.5,0.706,9,37,20,2,5,12,26,3,3
2015-02-07,50,"CHO","PHI","0","0",0.345,0.261,0.85,5,43,24,9,5,12,20,0.392,0.391,0.733,5,47,19,6,5,15,22,3,1
2015-02-10,52,"CHO","DET","1","0",0.358,0.375,0.786,10,38,21,1,9,11,21,0.446,0.263,0.9,10,48,21,8,5,8,18,3,1
2015-02-21,53,"CHO","OKC","1","0",0.43,0.292,0.8,11,41,28,9,10,9,18,0.442,0.278,0.808,19,59,21,7,7,14,20,3,4
2015-02-22,54,"CHO","DAL","0","0",0.367,0.316,0.692,13,47,20,10,2,14,20,0.462,0.278,0.789,6,49,20,7,6,15,16,3,2
2015-02-27,56,"CHO","BOS","0","0",0.451,0.476,0.824,8,48,19,8,7,16,18,0.417,0.4,0.8,14,47,24,8,5,8,15,3,3
2015-03-01,57,"CHO","ORL","0","1",0.5,0.444,0.714,7,47,22,5,4,16,17,0.365,0.4,0.75,10,44,16,8,3,11,19,3,1
2015-03-03,58,"CHO","LAL","1","1",0.494,0.385,0.677,5,42,30,10,5,11,17,0.453,0.353,0.905,6,41,24,6,4,11,21,3,1
2015-03-04,59,"CHO","BRK","0","1",0.494,0.421,0.821,12,49,24,5,2,11,20,0.398,0.188,0.75,12,38,15,6,1,9,24,3,1
2015-03-11,63,"CHO","SAC","1","0",0.452,0.333,0.615,10,44,28,5,12,11,24,0.471,0.4,0.833,7,43,25,4,3,12,21,3,2
2015-03-13,64,"CHO","CHI","1","1",0.371,0.368,0.848,17,55,15,4,7,12,17,0.378,0.469,0.737,4,36,18,4,6,10,25,3,2
2015-03-17,66,"CHO","LAC","0","0",0.405,0.357,0.793,9,43,20,6,4,13,23,0.455,0.375,0.714,7,44,24,7,4,12,26,3,4
2015-03-20,67,"CHO","SAC","0","0",0.396,0.333,0.813,7,36,16,10,3,13,18,0.474,0.429,0.72,11,48,21,4,3,21,17,3,2
2015-03-23,69,"CHO","CHI","0","0",0.346,0.4,0.786,11,51,11,2,8,10,25,0.451,0.188,0.724,6,46,21,5,7,6,20,3,2
2015-03-25,70,"CHO","BRK","1","0",0.396,0.25,0.65,10,51,23,4,7,11,17,0.429,0.214,0.909,5,46,28,6,8,9,18,3,1
2015-03-27,71,"CHO","WAS","0","0",0.346,0.32,0.771,10,61,25,11,11,11,17,0.389,0.36,0.591,17,72,25,9,9,16,26,3,3
2015-03-28,72,"CHO","ATL","1","1",0.525,0.462,0.864,7,42,28,4,6,8,16,0.43,0.5,0.786,7,36,32,6,4,10,17,3,3
2015-04-01,74,"CHO","DET","1","1",0.422,0.409,0.708,13,55,21,10,7,9,17,0.352,0.227,0.611,14,51,24,6,4,12,20,3,1
2015-04-03,75,"CHO","IND","0","0",0.35,0.222,0.7,10,42,15,10,5,18,13,0.434,0.5,0.722,15,55,20,13,4,20,20,3,2
2015-04-07,77,"CHO","MIA","0","0",0.429,0.278,0.81,15,45,12,8,5,9,26,0.494,0.2,0.786,8,42,20,4,6,11,17,3,2
2015-04-08,78,"CHO","TOR","1","0",0.346,0.455,0.727,9,35,15,4,5,8,15,0.429,0.444,0.737,9,47,20,5,9,9,19,3,4
2015-04-10,79,"CHO","ATL","0","0",0.361,0.267,0.667,12,46,21,8,3,13,15,0.5,0.357,0.75,9,44,31,10,4,13,18,3,3
2015-04-13,81,"CHO","HOU","1","0",0.41,0.406,0.529,7,43,23,8,5,15,17,0.412,0.257,0.808,10,49,19,9,10,10,18,3,4
2014-10-29,1,"CHI","NYK","0","1",0.507,0.292,0.833,10,47,21,9,4,15,18,0.365,0.176,0.882,14,38,19,9,5,11,22,2,1
2014-10-31,2,"CHI","CLE","1","0",0.456,0.419,0.765,11,42,25,4,14,19,28,0.394,0.2,0.879,20,52,18,8,4,9,18,2,4
2014-11-01,3,"CHI","MIN","0","1",0.478,0.391,0.775,5,38,15,3,8,14,24,0.447,0.333,0.806,13,42,26,9,4,10,29,2,3
2014-11-04,4,"CHI","ORL","1","1",0.467,0.467,0.778,10,44,23,6,9,12,18,0.432,0.429,0.571,14,48,21,6,6,11,22,2,1
2014-11-05,5,"CHI","MIL","0","1",0.466,0.313,0.733,7,42,24,8,3,16,18,0.371,0.2,0.85,18,50,19,10,3,14,28,2,2
2014-11-07,6,"CHI","PHI","0","1",0.513,0.5,0.765,12,40,25,4,6,17,21,0.473,0.4,0.68,17,42,29,7,2,12,29,2,1
2014-11-08,7,"CHI","BOS","1","0",0.457,0.444,0.6,11,38,26,5,2,8,16,0.519,0.368,0.75,7,45,25,6,3,12,17,2,3
2014-11-10,8,"CHI","DET","1","1",0.443,0.35,0.85,9,49,22,6,8,10,19,0.425,0.5,0.64,9,46,19,5,6,15,21,2,1
2014-11-13,9,"CHI","TOR","0","1",0.481,0.267,0.688,13,48,26,7,7,19,18,0.393,0.32,0.714,13,38,17,11,7,14,28,2,4
2014-11-17,11,"CHI","LAC","0","1",0.488,0.385,0.68,9,45,28,7,2,8,24,0.444,0.304,0.455,9,40,20,2,5,12,21,2,4
2014-11-20,12,"CHI","SAC","0","0",0.429,0.263,0.688,13,42,23,6,4,14,26,0.514,0.667,0.852,7,40,26,5,4,13,21,2,2
2014-11-24,14,"CHI","UTA","0","1",0.5,0.45,0.696,7,35,20,9,3,16,14,0.488,0.333,0.8,11,41,22,9,6,13,20,2,2
2014-11-30,17,"CHI","BRK","0","1",0.493,0.292,0.794,7,50,19,6,5,19,24,0.372,0.143,0.75,7,34,16,9,0,10,25,2,1
2014-12-02,18,"CHI","DAL","1","0",0.456,0.308,0.794,15,52,38,5,6,18,22,0.461,0.5,0.852,12,46,30,9,6,14,28,2,2
2014-12-06,20,"CHI","GSW","1","0",0.434,0.333,0.852,17,50,24,6,3,22,23,0.449,0.4,0.8,15,40,27,14,6,11,21,2,4
2014-12-10,21,"CHI","BRK","1","1",0.468,0.364,0.719,15,57,21,6,11,15,18,0.33,0.214,0.792,15,44,16,9,5,11,25,2,1
2014-12-12,22,"CHI","POR","1","1",0.5,0.333,0.786,14,47,18,5,3,7,11,0.489,0.5,0.727,11,37,20,3,5,10,17,2,3
2014-12-14,23,"CHI","MIA","0","1",0.465,0.5,0.857,8,44,21,4,8,19,18,0.35,0.182,0.833,13,40,12,13,5,13,22,2,2
2014-12-18,25,"CHI","NYK","1","1",0.453,0.522,0.767,11,32,23,9,8,11,17,0.463,0.667,0.789,14,41,19,7,6,16,24,2,1
2014-12-22,27,"CHI","TOR","1","1",0.541,0.5,0.915,12,41,20,4,13,15,20,0.44,0.3,0.719,18,37,15,10,3,7,30,2,4
2014-12-23,28,"CHI","WAS","0","1",0.459,0.294,0.667,8,52,20,5,7,10,14,0.427,0.556,0.625,7,41,21,7,5,8,17,2,3
2014-12-25,29,"CHI","LAL","1","1",0.488,0.417,0.76,20,57,27,1,7,13,12,0.391,0.313,0.762,16,39,18,9,8,4,21,2,1
2014-12-29,31,"CHI","IND","0","1",0.345,0.385,0.879,14,46,17,8,7,10,16,0.434,0.385,0.619,7,44,18,5,8,13,25,2,2
2014-12-30,32,"CHI","BRK","1","0",0.384,0.32,0.533,13,48,22,5,11,12,18,0.434,0.429,0.857,10,46,21,9,5,10,17,2,1
2015-01-01,33,"CHI","DEN","1","1",0.418,0.533,0.88,13,46,22,7,18,7,19,0.402,0.357,0.815,17,57,19,4,7,12,27,2,3
2015-01-03,34,"CHI","BOS","1","1",0.37,0.214,0.725,24,59,19,10,9,16,14,0.45,0.294,0.818,10,45,26,9,6,20,28,2,3
2015-01-05,35,"CHI","HOU","1","1",0.482,0.294,0.9,17,47,27,10,12,17,13,0.461,0.32,0.6,16,41,25,9,8,16,27,2,4
2015-01-07,36,"CHI","UTA","1","0",0.333,0.3,0.75,16,43,17,5,5,15,20,0.474,0.313,0.75,14,48,21,8,8,15,20,2,2
2015-01-09,37,"CHI","WAS","0","0",0.386,0.385,0.632,11,46,16,9,8,16,15,0.477,0.533,0.632,12,48,27,9,7,13,18,2,3
2015-01-10,38,"CHI","MIL","1","1",0.398,0.235,0.875,22,51,24,5,5,12,18,0.444,0.273,0.75,12,37,19,9,10,11,24,2,2
2015-01-12,39,"CHI","ORL","1","0",0.488,0.296,0.727,11,43,25,6,5,14,20,0.593,0.389,0.621,2,34,28,10,3,10,25,2,1
2015-01-14,40,"CHI","WAS","1","0",0.43,0.481,0.75,8,33,18,10,5,12,21,0.513,0.333,0.8,10,43,29,4,4,15,24,2,3
2015-01-16,41,"CHI","BOS","0","1",0.539,0.52,0.833,8,36,28,12,6,7,14,0.494,0.313,0.875,11,45,29,5,4,13,16,2,3
2015-01-17,42,"CHI","ATL","1","0",0.463,0.346,0.8,7,43,25,5,5,13,21,0.476,0.423,0.762,9,40,31,10,7,9,19,2,3
2015-01-19,43,"CHI","CLE","0","0",0.375,0.5,0.813,11,40,12,5,9,8,16,0.456,0.444,0.72,20,54,20,5,4,12,19,2,4
2015-01-22,44,"CHI","SAS","1","1",0.474,0.316,0.813,8,46,19,7,8,10,16,0.37,0.286,0.833,9,39,17,4,5,12,24,2,4
2015-01-23,45,"CHI","DAL","0","1",0.487,0.563,0.85,15,47,22,8,5,21,18,0.451,0.333,1,9,30,16,12,8,12,16,2,2
2015-01-25,46,"CHI","MIA","1","0",0.356,0.292,0.789,14,43,15,5,10,9,16,0.452,0.077,0.826,13,54,19,6,13,10,15,2,2
2015-01-27,47,"CHI","GSW","0","1",0.429,0.276,0.913,19,61,19,6,6,21,18,0.425,0.273,0.5,15,48,31,9,2,13,15,2,4
2015-01-29,48,"CHI","LAL","0","0",0.413,0.24,0.813,17,49,26,9,6,11,21,0.472,0.333,0.8,18,54,26,5,8,13,27,2,1
2015-01-30,49,"CHI","PHO","0","0",0.414,0.222,0.63,12,49,20,6,3,11,18,0.433,0.273,0.882,11,50,16,7,5,13,21,2,1
2015-02-04,50,"CHI","HOU","0","0",0.348,0.32,0.769,18,60,16,3,5,12,17,0.413,0.296,0.739,11,47,18,6,8,6,19,2,4
2015-02-07,51,"CHI","NOP","0","1",0.512,0.455,0.846,8,45,18,6,4,11,7,0.372,0.235,0.571,12,38,16,8,6,11,13,2,4
2015-02-10,53,"CHI","SAC","1","1",0.525,0.35,0.867,5,33,26,8,3,7,21,0.467,0.167,0.519,13,45,23,3,3,13,15,2,2
2015-02-12,54,"CHI","CLE","1","1",0.457,0.391,0.769,13,47,29,10,3,8,23,0.435,0.258,0.727,10,43,20,5,3,16,23,2,4
2015-02-20,55,"CHI","DET","0","0",0.423,0.313,0.909,13,43,16,2,7,20,23,0.452,0.273,0.545,11,42,19,12,1,10,23,2,1
2015-02-21,56,"CHI","PHO","1","1",0.483,0.5,0.875,14,47,27,5,3,17,14,0.534,0.4,0.375,8,36,25,10,2,13,15,2,1
2015-02-23,57,"CHI","MIL","1","1",0.355,0.308,0.781,18,62,20,4,7,18,16,0.337,0.222,0.538,12,41,16,9,4,10,21,2,2
2015-02-27,59,"CHI","MIN","1","1",0.385,0.29,0.813,22,53,24,5,5,9,24,0.429,0.143,0.677,10,45,17,7,2,11,18,2,3
2015-03-01,60,"CHI","LAC","1","0",0.31,0.385,0.733,17,51,18,2,1,11,17,0.437,0.259,0.542,13,55,15,6,12,8,23,2,4
2015-03-03,61,"CHI","WAS","1","1",0.423,0.31,0.733,10,47,20,5,7,16,16,0.417,0.364,0.737,10,39,23,10,11,11,23,2,3
2015-03-05,62,"CHI","OKC","1","1",0.46,0.28,0.808,12,48,26,4,3,10,15,0.466,0.4,0.789,8,41,20,8,4,9,18,2,4
2015-03-11,66,"CHI","PHI","0","1",0.46,0.417,0.7,8,58,24,6,2,18,16,0.346,0.268,0.48,17,55,16,12,5,10,15,2,1
2015-03-13,67,"CHI","CHO","0","0",0.378,0.469,0.737,4,36,18,4,6,10,25,0.371,0.368,0.848,17,55,15,4,7,12,17,2,3
2015-03-20,70,"CHI","TOR","1","1",0.532,0.321,0.882,13,47,32,4,7,12,21,0.38,0.4,0.846,12,36,20,6,4,6,19,2,4
2015-03-23,72,"CHI","CHO","1","1",0.451,0.188,0.724,6,46,21,5,7,6,20,0.346,0.4,0.786,11,51,11,2,8,10,25,2,3
2015-03-25,73,"CHI","TOR","0","1",0.608,0.522,0.824,2,31,26,4,6,8,16,0.47,0.429,0.842,10,35,16,6,1,7,16,2,4
2015-03-28,74,"CHI","NYK","1","1",0.512,0.353,0.864,12,51,28,8,5,12,16,0.38,0.235,0.842,9,35,22,7,7,13,18,2,1
2015-04-01,75,"CHI","MIL","0","0",0.419,0.192,0.649,12,40,18,11,3,20,21,0.416,0.381,0.722,20,48,15,11,5,18,28,2,2
2015-04-03,76,"CHI","DET","1","1",0.388,0.235,0.857,19,44,18,9,5,10,15,0.432,0.316,0.8,11,42,14,9,12,18,20,2,1
2015-04-05,77,"CHI","CLE","0","0",0.447,0.407,0.714,9,45,28,7,2,16,22,0.422,0.432,0.591,10,40,24,9,4,10,17,2,4
2015-04-08,78,"CHI","ORL","0","0",0.43,0.462,0.742,12,41,25,9,4,15,16,0.463,0.348,0.875,13,44,21,8,3,15,19,2,1
2015-04-09,79,"CHI","MIA","0","1",0.385,0.261,0.765,15,51,17,10,2,11,11,0.386,0.278,0.714,13,46,14,2,7,14,17,2,2
2015-04-11,80,"CHI","PHI","1","1",0.444,0.346,0.694,13,48,20,8,5,10,20,0.416,0.317,0.8,14,47,19,5,3,15,29,2,1
2015-04-13,81,"CHI","BRK","0","1",0.5,0.4,0.765,9,46,26,7,8,7,18,0.368,0.25,0.864,12,42,12,2,3,10,14,2,1
2014-10-31,2,"CLE","CHI","0","1",0.394,0.2,0.879,20,52,18,8,4,9,18,0.456,0.419,0.765,11,42,25,4,14,19,28,4,2
2014-11-04,3,"CLE","POR","0","0",0.365,0.429,0.786,13,41,18,5,3,14,19,0.493,0.32,0.76,9,48,21,7,4,11,20,4,3
2014-11-05,4,"CLE","UTA","0","0",0.417,0.375,0.85,7,30,6,8,4,12,22,0.506,0.333,0.773,13,41,26,3,8,12,26,4,2
2014-11-07,5,"CLE","DEN","0","1",0.476,0.261,0.727,6,42,25,5,3,8,14,0.471,0.379,0.667,8,42,22,5,5,13,22,4,3
2014-11-10,6,"CLE","NOP","1","1",0.494,0.481,0.833,12,45,26,3,5,9,13,0.441,0.444,0.85,14,40,31,8,5,5,20,4,4
2014-11-14,7,"CLE","BOS","0","1",0.506,0.348,0.757,8,40,22,5,5,11,21,0.545,0.3,0.826,8,39,32,7,1,14,26,4,3
2014-11-17,9,"CLE","DEN","1","0",0.43,0.345,0.826,9,42,18,7,8,15,15,0.482,0.387,0.8,9,39,25,10,4,15,18,4,3
2014-11-19,10,"CLE","SAS","1","0",0.446,0.389,0.692,10,38,23,7,5,16,21,0.473,0.313,0.68,10,42,26,11,4,15,20,4,4
2014-11-22,12,"CLE","TOR","1","0",0.432,0.188,0.69,11,46,24,4,6,18,28,0.4,0.333,0.905,8,34,20,8,6,8,26,4,4
2014-11-24,13,"CLE","ORL","1","1",0.519,0.375,0.727,12,44,30,14,9,12,23,0.363,0.294,0.733,13,40,14,5,3,17,17,4,1
2014-11-29,15,"CLE","IND","1","1",0.526,0.438,0.625,9,44,20,4,6,9,20,0.393,0.318,0.769,15,48,26,2,1,7,23,4,2
2014-12-02,16,"CLE","MIL","1","1",0.534,0.286,0.711,7,40,22,5,5,19,17,0.489,0.35,0.846,12,40,31,11,3,13,26,4,2
2014-12-04,17,"CLE","NYK","0","1",0.457,0.278,0.808,6,33,19,8,1,17,16,0.42,0.308,0.833,17,47,26,11,3,21,25,4,1
2014-12-05,18,"CLE","TOR","0","1",0.488,0.45,0.667,15,48,28,7,2,13,21,0.407,0.333,0.65,14,40,25,4,4,11,17,4,4
2014-12-08,19,"CLE","BRK","0","1",0.478,0.36,0.682,20,55,25,10,5,13,17,0.444,0.211,0.632,10,33,25,6,2,12,18,4,1
2014-12-11,21,"CLE","OKC","0","0",0.365,0.321,0.767,15,48,20,5,4,14,20,0.437,0.269,0.909,11,46,22,9,11,11,23,4,4
2014-12-12,22,"CLE","NOP","0","0",0.494,0.364,0.783,11,40,22,6,6,6,19,0.557,0.429,0.76,6,39,21,5,6,7,15,4,4
2014-12-17,24,"CLE","ATL","1","0",0.451,0.267,0.762,10,33,24,3,0,8,17,0.645,0.571,0.813,6,40,36,3,5,9,17,4,3
2014-12-21,26,"CLE","MEM","1","1",0.605,0.5,0.6,4,33,34,2,4,14,19,0.453,0.063,0.8,12,38,25,8,3,9,16,4,1
2014-12-23,27,"CLE","MIN","1","1",0.524,0.5,0.806,12,38,24,11,6,17,23,0.443,0.308,0.759,16,40,25,13,9,18,23,4,3
2014-12-25,28,"CLE","MIA","0","0",0.444,0.231,0.636,11,37,16,8,4,15,15,0.476,0.333,0.824,12,43,27,8,3,11,26,4,2
2014-12-26,29,"CLE","ORL","0","1",0.413,0.267,0.923,8,37,19,10,5,9,14,0.493,0.429,0.667,5,36,25,8,4,16,25,4,1
2014-12-30,31,"CLE","ATL","0","0",0.44,0.419,0.667,11,42,23,10,2,18,24,0.506,0.345,0.731,7,44,23,13,5,15,19,4,3
2014-12-31,32,"CLE","MIL","1","0",0.341,0.258,0.875,13,49,19,5,5,12,16,0.444,0.44,0.5,13,54,25,10,6,10,18,4,2
2015-01-02,33,"CLE","CHO","0","1",0.379,0.267,0.7,13,46,16,8,5,7,23,0.368,0.214,0.654,15,50,20,5,6,14,24,4,3
2015-01-04,34,"CLE","DAL","1","0",0.407,0.32,0.706,12,38,26,6,3,12,14,0.564,0.462,0.818,4,36,30,7,8,10,20,4,2
2015-01-05,35,"CLE","PHI","0","0",0.388,0.367,0.682,13,43,23,8,1,11,13,0.481,0.304,0.8,8,43,31,5,8,17,24,4,1
2015-01-07,36,"CLE","HOU","1","0",0.415,0.345,0.789,13,37,16,9,4,15,18,0.453,0.353,0.625,19,50,26,9,3,17,22,4,4
2015-01-09,37,"CLE","GSW","0","0",0.407,0.304,0.739,14,45,13,8,1,14,14,0.5,0.333,0.941,9,44,35,9,8,13,20,4,4
2015-01-11,38,"CLE","SAC","0","0",0.423,0.344,0.583,6,41,18,2,6,14,18,0.488,0.353,0.765,7,45,20,8,4,4,11,4,2
2015-01-15,40,"CLE","LAL","0","1",0.474,0.3,0.722,12,38,14,8,3,9,15,0.513,0.333,0.696,8,35,26,4,1,11,26,4,1
2015-01-16,41,"CLE","LAC","0","1",0.554,0.435,0.774,12,44,23,9,3,19,30,0.473,0.345,0.694,17,43,26,9,1,13,21,4,4
2015-01-19,42,"CLE","CHI","1","1",0.456,0.444,0.72,20,54,20,5,4,12,19,0.375,0.5,0.813,11,40,12,5,9,8,16,4,2
2015-01-21,43,"CLE","UTA","1","1",0.519,0.208,0.68,15,45,24,15,4,13,12,0.417,0.364,0.778,16,42,24,9,1,17,22,4,2
2015-01-23,44,"CLE","CHO","1","1",0.517,0.536,0.786,11,56,29,7,5,11,19,0.404,0.125,0.667,12,42,27,6,5,11,22,4,3
2015-01-25,45,"CLE","OKC","1","1",0.439,0.444,0.69,11,48,17,5,8,11,14,0.394,0.333,0.778,10,42,26,6,6,8,23,4,4
